ICQ_locator	Udp	4000	-	TRUE	-	-	Mirabilis ICQ versions
IKE	udp	500	-	TRUE	-	-	IPSEC Internet Key Exchange Protocol (formerly ISAKMP/Oakley)
IKE_NAT_TRAVERSAL	Udp	4500	-	TRUE	-	-	Nat Traversal Protocol
IKE_tcp	tcp	500	-	TRUE	-	-	IPSEC Internet Key Exchange Protocol over TCP
IMAP-SSL	TCP	993	-	FALSE	-	-	SSL encrypted IMAP
IPSEC	group	-	-	-	-	AH	IPSEC Services
-	-	-	-	-	-	ESP	-
-	-	-	-	-	-	SKIP	-
-	-	-	-	-	-	IKE	-
-	-	-	-	-	-	VPN1_IPSEC_encapsulation	-
IPSO_Clustering_Mgmt_Protocol	Tcp	1111	-	TRUE	-	-	used for distributing configuration changes among cluster members and cluster wide monitoring
IP_Mobility	Other	55	-	FALSE	-	-	IP Mobility protocol
IPv6_group	group	-	-	-	-	echo-request6	-
-	-	-	-	-	-	destination-unreachable	-
-	-	-	-	-	-	home-agent-address-discovery	-
-	-	-	-	-	-	home-agent-address-discovery2	-
-	-	-	-	-	-	ICMP-node-information-query	-
-	-	-	-	-	-	ICMP-node-information-response	-
-	-	-	-	-	-	inverse-neighbor-discovery	-
-	-	-	-	-	-	inverse-neighbor-discovery2	-
-	-	-	-	-	-	mobile-prefix-advertisement	-
-	-	-	-	-	-	mobile-prefix-solicitation	-
-	-	-	-	-	-	multicast-listener-done	-
-	-	-	-	-	-	multicast-listener-query	-
-	-	-	-	-	-	multicast-listener-report	-
-	-	-	-	-	-	neighbor-advertisement	-
-	-	-	-	-	-	neighbor-solicitation	-
-	-	-	-	-	-	packet_too-big	-
-	-	-	-	-	-	parameter-problem	-
-	-	-	-	-	-	reserved	-
-	-	-	-	-	-	router-advertisement	-
-	-	-	-	-	-	router-renumbering	-
-	-	-	-	-	-	router-solicitation	-
-	-	-	-	-	-	time-exceeded6	-
InCommand	Tcp	1029	-	TRUE	-	-	Also used by: ICQ Nuke 98 trojan
Integrity_Server	group	-	-	-	-	ZSP	Accessing Endpoint Security Server from SecureClient
-	-	-	-	-	-	HTTP_wo_SCV	-
Jade	Tcp	1024	-	TRUE	-	-	Also used by: Latinus,NetSpy,RAT trojans and K Display Manager
KaZaA	Tcp	1214	-	TRUE	-	-	FastTrack (KaZaA/Morpheus) P2P Protocol
Kaos	Tcp	1212	-	TRUE	-	-	Kaos trojan
Kerberos_v5_TCP	Tcp	88	-	TRUE	-	-	Kerberos authentication protocol (version 5)
Kerberos_v5_UDP	Udp	88	-	TRUE	-	-	Kerberos authentication protocol (version 5)
Kuang2	Tcp	17300	-	TRUE	-	-	Kuang2 trojan
L2TP	Udp	1701	-	TRUE	-	-	Layer 2 Tunneling Protocol
MGCP_dynamic_ports	other	-1	-	FALSE	-	-	Allows MGCP connection to be opened on a dynamic port and not on the MGCP well-known ports
MS-SQL	group	-	-	-	-	MS-SQL-Monitor	MS-SQL Server Protocols
-	-	-	-	-	-	MS-SQL-Monitor_UDP	-
-	-	-	-	-	-	MS-SQL-Server	-
-	-	-	-	-	-	MS-SQL-Server_UDP	-
MS-SQL-Monitor	Tcp	1434	-	TRUE	-	-	Microsoft SQL Monitor
MS-SQL-Monitor_SD	Other	17	-	FALSE	-	-	MSSQL Monitor service with SmartDefense protection
MS-SQL-Monitor_UDP	Udp	1434	-	TRUE	-	-	Microsoft-SQL-Monitor_UDP
MS-SQL-Server	Tcp	1433	-	TRUE	-	-	Microsoft SQL Server
MS-SQL-Server_SD	Other	6	-	FALSE	-	-	MSSQL Server service with SmartDefense protection
MS-SQL-Server_UDP	Udp	1433	-	TRUE	-	-	Microsoft SQL Server
MS-WINS-Replication-TCP_SD	Other	6	-	FALSE	-	-	MS WINS Replication service with SmartDefense protection
MS-WINS-Replication-UDP_SD	Other	17	-	FALSE	-	-	MS WINS Replication service with SmartDefense protection
MSExchange	group	-	-	-	-	MSExchangeDSNSPI	Microsoft Exchange Client-Server over MAPI
-	-	-	-	-	-	MSExchangeIS	-
-	-	-	-	-	-	MSExchangeDirRef	-
MSExchange-2000	group	-	-	-	-	MSExchangeADL	Microsoft Exchange 2000 Extensions
-	-	-	-	-	-	MSExchangeDirRep	-
-	-	-	-	-	-	MSExchangeDirRef	-
MSExchange-RemoteAdmin	group	-	-	-	-	MSExchangeDSXDS	Microsoft Exchange Remote Administration
-	-	-	-	-	-	MSExchangeSysAtt	-
-	-	-	-	-	-	MSExchangeSysAttPriv	-
-	-	-	-	-	-	MSExchangeStoreAdm	-
MSExchange-SiteConnector	group	-	-	-	-	MSExchangeDSNSPI	Microsoft Exchange MAPI Site Connector
-	-	-	-	-	-	MSExchangeDSRep	-
-	-	-	-	-	-	MSExchangeMTA	-
MSExchangeADL	dcerpc	-	-	-	-	-	Microsoft Exchange 2000 Active Directory Logon
MSExchangeDSNSPI	dcerpc	-	-	-	-	-	Microsoft Exchange Directory Services (NSPI)
MSExchangeDSRep	dcerpc	-	-	-	-	-	Microsoft Exchange Directory Replication Services
MSExchangeDSXDS	dcerpc	-	-	-	-	-	Microsoft Exchange Directory Services XDS
MSExchangeDatabase	dcerpc	-	-	-	-	-	Microsoft Exchange Database
MSExchangeDirRef	dcerpc	-	-	-	-	-	Microsoft Exchange 2000 Directory Reference
MSExchangeDirRep	dcerpc	-	-	-	-	-	Microsoft Exchange 2000 Directory Replication
MSExchangeIS	dcerpc	-	MSEXCHANGE	-	-	-	Microsoft Exchange Information Store
MSExchangeInformationStore1	dcerpc	-	-	-	-	-	Microsoft Exchange Information Store 1
MSExchangeInformationStore2	dcerpc	-	-	-	-	-	Microsoft Exchange Information Store 2
MSExchangeInformationStore3	dcerpc	-	-	-	-	-	Microsoft Exchange Information Store 3
MSExchangeMTA	dcerpc	-	-	-	-	-	Microsoft Exchange Message Transfer Agent
MSExchangeQAdmin	dcerpc	-	-	-	-	-	Microsoft Exchange Que Administration
MSExchangeSTOREAsyncEMSMDB	dcerpc	-	-	-	-	-	Microsoft Messenger service
MSExchangeStoreAdm	dcerpc	-	-	-	-	-	Microsoft Exchange Store Administration
MSExchangeStoreAdmin1	dcerpc	-	-	-	-	-	Microsoft Exchange Store Administration 1
MSExchangeStoreAdmin3	dcerpc	-	-	-	-	-	Microsoft Exchange Store Administration 3
MSExchangeSysAtt	dcerpc	-	-	-	-	-	Microsoft Exchange System Attendant
MSExchangeSysAttPriv	dcerpc	-	-	-	-	-	Microsoft Exchange System Attendant Private
MSMQ	dcerpc	-	-	-	-	-	Microsoft Message Queue service
MSNMS	Tcp	1863	MSNMS_PROTOCOL	TRUE	-	-	-
MSNP	tcp	1863	-	FALSE	-	-	MSN Messenger
MSN_Messenger	group	-	-	-	-	MSN_Messenger_1863_UDP	MSN Messenger
-	-	-	-	-	-	MSN_Messenger_5190	-
-	-	-	-	-	-	MSN_Messenger_File_Transfer	-
-	-	-	-	-	-	MSN_Messenger_Voice	-
-	-	-	-	-	-	MSNP	-
MSN_Messenger_1863_UDP	Udp	1863	-	TRUE	-	-	Microsoft Network Messenger UDP
MSN_Messenger_5190	Udp	5190	-	TRUE	-	-	Microsoft Network Messenger
MSN_Messenger_File_Transfer	Tcp	6891-6900	-	TRUE	-	-	Microsoft Network Messenger File Transfer
MSN_Messenger_Voice	Udp	6901	-	TRUE	-	-	Microsoft Network Messenger Voice communication
MSSQL_resolver	Udp	1434	SQL_SLAMMER	FALSE	-	-	MS SQL Sapphire /SQL Slammer Worm
Madster	Tcp	5025	-	TRUE	-	-	Formerly called Aimster
Marimba_Netcaster	Tcp_subservice	80	-	-	-	-	http subservice for FloodGate use, Marimba Castanet Tuner product
Messenger_Applications	group	-	-	-	-	AOL_Messenger	-
-	-	-	-	-	-	MSN_Messenger	-
-	-	-	-	-	-	Yahoo_Messenger	-
MetaIP-UAT	udp	5004	-	FALSE	-	-	Check Point Meta IP UAM Client-Server Communication
Microsoft_Channels	Tcp_subservice	80	-	-	-	-	http subservice for FloodGate use, Microsoft Channels
Mneah	Tcp	4666	-	TRUE	-	-	Mneah trojan
Modbus	Tcp	502	-	TRUE	-	-	Modbus is a serial communications protocol that is very popular in connecting industrial electronic devices
Multidropper	Tcp	1035	-	TRUE	-	-	Multidropper trojan
MySQL	tcp	3306	-	TRUE	-	-	Supported from version R55W, MySQL database server
NBT	group	-	-	-	-	nbname	NetBios Services
-	-	-	-	-	-	nbdatagram	-
-	-	-	-	-	-	nbsession	-
NCP	Tcp	524	-	TRUE	-	-	Novell NetWare Core Protocol
NEW-RADIUS	Udp	1812	-	TRUE	-	-	NEW - Remote Authentication Dial-In User Service
NEW-RADIUS-ACCOUNTING	Udp	1813	-	TRUE	-	-	NEW - Remote Authentication Dial-In User Service accounting
NFS	group	-	-	-	-	mountd	Network File System Services
-	-	-	-	-	-	nfsd	-
-	-	-	-	-	-	nfsd-tcp	-
-	-	-	-	-	-	nfsprog	-
-	-	-	-	-	-	nlockmgr	-
-	-	-	-	-	-	pcnfsd	-
NIS	group	-	-	-	-	ypbind	Network Information Services (YP)
-	-	-	-	-	-	yppasswd	-
-	-	-	-	-	-	ypserv	-
-	-	-	-	-	-	ypupdated	-
-	-	-	-	-	-	ypxfrd	-
Napster	group	-	-	-	-	Napster_Client_6600-6699	Napster P2P protocol
-	-	-	-	-	-	Napster_directory_4444	-
-	-	-	-	-	-	Napster_directory_5555	-
-	-	-	-	-	-	Napster_directory_6666	-
-	-	-	-	-	-	Napster_directory_7777	-
-	-	-	-	-	-	Napster_directory_8888_primary	-
-	-	-	-	-	-	Napster_redirector	-
Napster_Client_6600-6699	Tcp	6600-6699	-	FALSE	-	-	Napster clients. Also used by: WinMX
Napster_directory_4444	Tcp	4444	-	TRUE	-	-	Napster directory connections
Napster_directory_5555	Tcp	5555	-	TRUE	-	-	Napster directory connections
Napster_directory_6666	Tcp	6666	-	FALSE	-	-	Napster directory connections
Napster_directory_7777	Tcp	7777	-	TRUE	-	-	Napster directory connections
Napster_directory_8888_primary	Tcp	8888	-	TRUE	-	-	Napster directory connections (Primary)
Napster_redirector	Tcp	8875	-	TRUE	-	-	-
NetMeeting	group	-	-	-	-	H323	Netmeeting group (H323 & Ldap)
-	-	-	-	-	-	ldap	-
NoBackO	Udp	1201	-	TRUE	-	-	NoBackO trojan
OAS	group	-	-	-	-	OAS-NameServer	Oracle Application Server (IIOP)
-	-	-	-	-	-	OAS-ORB	-
OAS-NameServer	tcp	2649	IIOP	TRUE	-	-	Oracle Application Server (IIOP) NameServer
OAS-ORB	tcp	2651	IIOP	TRUE	-	-	Oracle Application Server (IIOP) ORB
OPC	Tcp	3480	-	TRUE	-	-	OPC specifies the communication of real-time plant data between control devices from different manufacturers
OpenWindows	Tcp	2000	-	TRUE	-	-	-
Orbix	group	-	-	-	-	Orbix-1570	IONA Orbix Daemon (IIOP)
-	-	-	-	-	-	Orbix-1571	-
Orbix-1570	tcp	1570	IIOP	TRUE	-	-	IONA Orbix Daemon (IIOP) Port 1570
Orbix-1571	tcp	1571	IIOP	TRUE	-	-	IONA Orbix Daemon (IIOP) Port 1571
P2P_File_Sharing_Applications	group	-	-	-	-	Blubster	-
-	-	-	-	-	-	Direct_Connect	-
-	-	-	-	-	-	eDonkey	-
-	-	-	-	-	-	GNUtella	-
-	-	-	-	-	-	GoToMyPC	-
-	-	-	-	-	-	Hotline	-
-	-	-	-	-	-	iMesh	-
-	-	-	-	-	-	KaZaA	-
-	-	-	-	-	-	Madster	-
-	-	-	-	-	-	Napster	-
-	-	-	-	-	-	WinMX	-
POP3S	TCP	995	-	FALSE	-	-	SSL protocol over POP3S
PPTP	group	-	-	-	-	pptp-tcp	Point-to-Point Tunneling group, (pptp & gre)
-	-	-	-	-	-	gre	-
Partial-Destination-v6	Other	-1	-	FALSE	-	-	Filter IPv6 destination addresses based on mask and length
Partial-Source-v6	Other	-1	-	FALSE	-	-	Filter IPv6 source addresses based on mask and length
Paypin_Outbound_Grp	group	-	-	-	-	http	-
-	-	-	-	-	-	https	-
-	-	-	-	-	-	TCP_5288	-
-	-	-	-	-	-	TCP_5229	-
-	-	-	-	-	-	TCP_5230	-
-	-	-	-	-	-	TCP_81	-
-	-	-	-	-	-	TCP_82	-
-	-	-	-	-	-	TCP_83	-
-	-	-	-	-	-	TCP_84	-
-	-	-	-	-	-	TCP_85	-
-	-	-	-	-	-	TCP_4505	-
-	-	-	-	-	-	TCP_15660	-
-	-	-	-	-	-	TCP_2005	-
-	-	-	-	-	-	TCP_2010	-
-	-	-	-	-	-	TCP_2040	-
-	-	-	-	-	-	TCP_2060	-
-	-	-	-	-	-	TCP_2552	-
-	-	-	-	-	-	TCP_3005	-
-	-	-	-	-	-	TCP_3552	-
-	-	-	-	-	-	ldap	-
-	-	-	-	-	-	TCP_31001	-
-	-	-	-	-	-	TCP_7500	-
-	-	-	-	-	-	TCP_2195	-
